solution_id,stock_code,industry,factor_score
18,600522,C38电气机械和器材制造业,0.0028790179723032
18,600547,B09有色金属矿采选业,0.005547905645881
18,600570,I65软件和信息技术服务业,0.0028555819492672
18,601066,J67资本市场服务,0.0034509541433871
18,601100,C34通用设备制造业,0.0027616736191773
18,601166,J66货币金融服务,0.0026270518698685
18,601601,J68保险业,0.0028965958612127
18,601698,I63电信、广播电视和卫星传输服务,0.01805289382789
18,601872,G55水上运输业,1.0946150242108226
18,601881,J67资本市场服务,0.0026744232192687
18,601888,L72商务服务业,0.0065074608182295
18,601995,J67资本市场服务,0.0026174072038186
18,603799,C32有色金属冶炼和压延加工业,0.1470816931483099
18,603993,B09有色金属矿采选业,0.017332826482709
18,605117,C38电气机械和器材制造业,0.007562538746494
18,688082,C35专用设备制造业,0.0429665378551627
18,688169,C39计算机、通信和其他电子设备制造业,0.00384515187064
18,688187,C37铁路、船舶、航空航天和其他运输设备制造业,0.0028625161308551
18,792,C26化学原料和化学制品制造业,0.0048843597652502
18,975,B09有色金属矿采选业,0.1110131810855507
18,977,C39计算机、通信和其他电子设备制造业,0.1313046935874331
19,2001,C27医药制造业,0.0025306257555488
19,2252,C27医药制造业,0.0025593001124456
19,2384,C39计算机、通信和其他电子设备制造业,1.0210268167017822
19,300274,C38电气机械和器材制造业,0.0569830237279337
19,300308,C39计算机、通信和其他电子设备制造业,1.0946150242108226
19,300498,A03畜牧业,0.00258241738467
